LName,FName,MI,ANumber,Grad year,Sex,LVL,College,Degree,Program,Major1,Major2,Minor1,Minor2,Conc1,Conc2,Salary,Loans,StartDate,GraduatedAtUindy
Greer,Violet,U,A00928617,201120,F,D,CH,DHS,DHS-CH,DHSC,,,,,,47,21,200920,0
Rose,Inez,Z,A00907742,201110,F,D,CH,DHS,DHS-CH,DHSC,,,,,,51,20,200910,1
Reyes,Philip,F,A00945682,201120,M,D,CH,DHS,DHS-CH,DHSC,,,,,,45,45,201020,1
Figueroa,Mathilda,P,A00943810,201110,M,D,CH,DHS,DHS-CH,DHSC,,,,,,32,32,200610,0
Oliver,Joel,C,A00940635,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,52,31,200820,0
Meyer,Brandon,B,A00932080,201210,M,D,CH,DHS,DHS-CH,DHSC,,,,,,52,11,200810,1
Osborne,Bess,K,A00992744,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,59,39,201120,0
Atkins,Violet,F,A00998397,201210,F,D,CH,DHS,DHS-CH,DHSC,,,,,,50,25,200610,1
Graham,Willie,Z,A00905653,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,44,73,200720,1
Higgins,Antonio,H,A00902368,201210,M,D,CH,DHS,DHS-CH,DHSC,,,,,,76,89,200810,1
McKinney,Edna,B,A00943596,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,54,66,201120,1
Salazar,Sean,Z,A00939790,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,45,23,200720,0
Ingram,Calvin,W,A00979219,201210,M,D,CH,DHS,DHS-CH,DHSC,,,,,,44,91,201010,1
Perry,Hilda,Z,A00910549,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,54,43,200920,1
Castillo,Dorothy,T,A00969313,201220,F,D,CH,DHS,DHS-CH,DHSC,,,,,,61,72,200820,1
Campbell,Maria,W,A00950095,201220,M,D,CH,DHS,DHS-CH,DHSC,,,,,,69,56,200720,1
Holt,Edna,E,A00984618,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,22,54,200720,1
Sullivan,Marian,G,A00934423,201310,F,D,CH,DHS,DHS-CH,DHSC,,,,,,53,64,201110,0
Singleton,Ralph,P,A00928290,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,36,74,200920,1
McGuire,Ethan,R,A00944754,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,54,31,201120,0
McLaughlin,Madge,X,A00962676,201320,M,D,CH,DHS,DHS-CH,DHSC,,,,,,30,47,201220,0
Crawford,Eddie,K,A00982177,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,58,25,201020,1
Jordan,Jeffrey,S,A00913129,201310,F,D,CH,DHS,DHS-CH,DHSC,,,,,,33,59,201210,1
Garza,Betty,L,A00942976,201320,M,D,CH,DHS,DHS-CH,DHSC,,,,,,42,47,200820,1
Hodges,Kyle,L,A00978874,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,58,21,200920,0
Rodgers,Cynthia,I,A00938916,201310,M,D,CH,DHS,DHS-CH,DHSC,,,,,,60,24,201110,0
Klein,Rachel,E,A00994271,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,54,99,200820,1
Watts,Juan,U,A00975864,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,36,34,200820,1
Turner,Luke,P,A00917010,201320,F,D,CH,DHS,DHS-CH,DHSC,,,,,,57,95,200920,1
McBride,Frederick,W,A00960013,201410,F,D,CH,DHS,DHS-CH,DHSC,,,,,,48,53,200810,0
Terry,Joel,B,A00911166,201420,M,D,CH,DHS,DHS-CH,DHSC,,,,,,49,19,201220,1
Castro,Virgie,R,A00997103,201420,M,D,CH,DHS,DHS-CH,DHSC,,,,,,39,90,201320,0
Francis,Maria,G,A00928434,201420,F,D,CH,DHS,DHS-CH,DHSC,,,,,,52,39,201220,1
Stone,Myra,T,A00955428,201420,F,D,CH,DHS,DHS-CH,DHSC,,,,,,53,61,201320,1
Cross,Olga,V,A00922206,201420,F,D,CH,DHS,DHS-CH,DHSC,,,,,,48,99,201220,1
Carson,Charlotte,H,A00964435,201420,M,D,CH,DHS,DHS-CH,DHSC,,,,,,44,19,201020,1
Hubbard,Cameron,P,A00990592,201420,F,D,CH,DHS,DHS-CH,DHSC,,,,,,38,77,201220,1
Schneider,Bertie,E,A00947225,201420,F,D,CH,DHS,DHS-CH,DHSC,,,,,,58,46,200920,0
Fowler,Lucille,J,A00959981,201420,M,D,CH,DHS,DHS-CH,DHSC,,,,,,45,17,201220,1
Bishop,Ethel,W,A00958746,201420,M,D,CH,DHS,DHS-CH,DHSC,,,,,,52,36,200820,0
Bell,Carrie,L,A00974580,201410,M,D,CH,DHS,DHS-CH,DHSC,,,,,,67,31,201210,1
Ortiz,Sue,Z,A00992938,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,50,42,201320,1
Bowen,Rebecca,P,A00913668,201520,M,D,CH,DHS,DHS-CH,DHSC,,,,,,51,32,201420,1
Curtis,Kathryn,G,A00997824,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,41,21,201220,1
Shaw,Timothy,M,A00975920,201520,M,D,CH,DHS,DHS-CH,DHSC,,,,,,50,93,201420,0
Valdez,Ivan,N,A00925687,201520,M,D,CH,DHS,DHS-CH,DHSC,,,,,,40,48,201420,1
Zimmerman,Alexander,X,A00923395,201510,M,D,CH,DHS,DHS-CH,DHSC,,,,,,42,78,201110,0
Wheeler,Eula,K,A00994322,201510,M,D,CH,DHS,DHS-CH,DHSC,,,,,,45,54,201410,1
Roberts,Chris,W,A00950325,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,60,21,201020,0
Hughes,Justin,I,A00936659,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,65,66,201420,1
Huff,Sylvia,J,A00991355,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,57,28,201220,0
Tran,Belle,C,A00985478,201520,M,D,CH,DHS,DHS-CH,DHSC,,,,,,52,96,201020,1
Nelson,Teresa,M,A00968645,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,53,75,201020,1
Klein,Micheal,K,A00919171,201520,F,D,CH,DHS,DHS-CH,DHSC,,,,,,18,81,201220,1
Hill,Antonio,K,A00911919,201620,M,D,CH,DHS,DHS-CH,DHSC,,,,,,49,22,201420,1
Mathis,Josephine,E,A00951984,201610,F,D,CH,DHS,DHS-CH,DHSC,,,,,,58,75,201110,1
Conner,Roger,P,A00900459,201620,M,D,CH,DHS,DHS-CH,DHSC,,,,,,45,100,201520,0
Quinn,Nettie,J,A00951244,201620,F,D,CH,DHS,DHS-CH,DHSC,,,,,,62,25,201420,0
Gonzales,Verna,B,A00934903,201610,F,D,CH,DHS,DHS-CH,DHSC,,,,,,54,49,201010,0
Carroll,Inez,I,A00977645,201620,M,D,CH,DHS,DHS-CH,DHSC,,,,,,46,94,201320,1
Harrison,David,J,A00952739,201620,F,D,CH,DHS,DHS-CH,DHSC,,,,,,46,13,201320,0
Schneider,Micheal,Q,A00965973,201610,M,D,CH,DHS,DHS-CH,DHSC,,,,,,51,28,201310,1
Wong,Amy,E,A00989755,201620,F,D,CH,DHS,DHS-CH,DHSC,,,,,,49,21,201520,1
Lucas,Jeanette,P,A00960854,201620,F,D,CH,DHS,DHS-CH,DHSC,,,,,,59,54,201020,1
Warren,Lina,N,A00941105,201620,F,D,CH,DHS,DHS-CH,DHSC,,,,,,43,61,201220,1
Carr,Ian,F,A00905681,201620,F,D,CH,DHS,DHS-CH,DHSC,,,,,,48,61,201220,1
Smith,Landon,Z,A00998348,201620,M,D,CH,DHS,DHS-CH,DHSC,,,,,,58,18,201220,0
Holmes,Ryan,A,A00984861,201710,F,D,CH,DHS,DHS-CH,DHSC,,,,,,60,19,201510,1
Huff,Callie,Z,A00952767,201720,M,D,CH,DHS,DHS-CH,DHSC,,,,,,39,60,201120,1
Harmon,Julia,B,A00975035,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,51,63,201220,1
Parks,Nicholas,N,A00931630,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,52,76,201320,0
Bush,Georgia,Y,A00966451,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,48,15,201520,0
Ellis,Eric,R,A00959879,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,55,26,201220,1
Vaughn,Joe,C,A00919032,201720,M,D,CH,DHS,DHS-CH,DHSC,,,,,,43,27,201320,1
Sullivan,Leroy,A,A00966522,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,34,75,201420,1
West,Josephine,U,A00927572,201720,M,D,CH,DHS,DHS-CH,DHSC,,,,,,43,89,201220,1
Lane,Josephine,J,A00980715,201710,F,D,CH,DHS,DHS-CH,DHSC,,,,,,56,98,201310,1
Page,Maurice,T,A00946462,201710,F,D,CH,DHS,DHS-CH,DHSC,,,,,,40,35,201510,0
Cox,Henry,E,A00972981,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,40,26,201420,1
Johnson,Ellen,M,A00968613,201720,M,D,CH,DHS,DHS-CH,DHSC,,,,,,64,100,201120,1
Carter,Ivan,R,A00950441,201720,F,D,CH,DHS,DHS-CH,DHSC,,,,,,51,15,201320,1
Yates,Ricky,V,A00989097,201010,M,U,AS,BS,BS-AS,DIGI,,VCD,,,,53,23,200610,1
Poole,Jesse,H,A00922352,201010,F,U,AS,BS,BS-AS,DIGI,,CSCI,COMM,,,64,28,200510,0
Cook,Ollie,J,A00900055,201020,M,U,AS,BS,BS-AS,DIGI,,CSCI,,,,45,14,200720,1
Kennedy,Curtis,E,A00995440,201010,F,U,AS,BS,BS-AS,DIGI,,ENPW,,,,40,100,200410,1
Wagner,Lula,U,A00951555,201120,M,U,AS,BS,BS-AS,DIGI,,CSCI,,,,45,26,200820,1
Webster,Herbert,T,A00962137,201110,M,U,AS,BS,BS-AS,DIGI,,CSCI,COMM,,,56,34,200910,1
Klein,Linnie,F,A00959097,201120,M,U,AS,BS,BS-AS,DIGI,,VCD,,,,68,41,200520,1
Carroll,Hattie,E,A00951257,201120,M,U,AS,BS,BS-AS,DIGI,,ENPW,,,,43,57,200720,1
Wood,Leon,D,A00956775,201210,F,U,AS,BS,BS-AS,DIGI,,VCD,,,,40,34,200910,1
Wright,Landon,T,A00988430,201210,F,U,AS,BS,BS-AS,DIGI,,ENPW,CSCI,,,51,25,200610,1
Higgins,Tom,N,A00927519,201220,M,U,AS,BS,BS-AS,DIGI,,CSCI,,,,40,76,201120,1
Lamb,Nelle,K,A00943096,201320,F,U,AS,BS,BS-AS,DIGI,,ENPW,CSCI,,,52,38,200920,1
Sharp,Dean,F,A00938412,201320,M,U,AS,BS,BS-AS,DIGI,,ENPW,CSCI,,,52,39,200820,1
Ingram,Anthony,N,A00935642,201320,M,U,AS,BS,BS-AS,DIGI,,VCD,,,,42,51,200920,1
Munoz,Bertie,Z,A00940290,201420,F,U,AS,BS,BS-AS,DIGI,,VCD,,,,50,87,200920,0
Gibbs,Polly,Q,A00941229,201420,M,U,AS,BS,BS-AS,DIGI,,ENPW,,,,52,54,201320,1
Parks,Emily,V,A00959202,201520,M,U,AS,BS,BS-AS,DIGI,,VCD,,,,39,98,201420,1
Bridges,Phoebe,I,A00998472,201520,F,U,AS,BS,BS-AS,DIGI,,ENPW,CSCI,,,30,47,201020,1
Guerrero,Darrell,W,A00980790,201620,F,U,AS,BS,BS-AS,DIGI,,CSCI,COMM,,,51,57,201320,0
Young,Teresa,V,A00959643,201020,M,U,AS,BS,BS-AS,DMM,,,,,,55,45,200720,1
Walters,Thomas,N,A00959066,201120,M,U,AS,BS,BS-AS,DMM,,,,,,57,51,201020,0
Rivera,Lillian,F,A00988126,201220,F,U,AS,BS,BS-AS,DMM,,,,,,43,33,201120,1
Carson,Vincent,M,A00961924,201320,F,U,AS,BS,BS-AS,DMM,,,,,,44,78,201020,0
Fernandez,Emma,I,A00915046,201420,F,U,AS,BS,BS-AS,DMM,,,,,,30,15,200920,1
Ballard,Lucy,R,A00914162,201520,F,U,AS,BS,BS-AS,DMM,,,,,,62,20,201320,0
Maldonado,Sophie,J,A00950466,201620,M,U,AS,BS,BS-AS,DMM,,,,,,48,88,201120,0
Payne,Bertie,G,A00905034,201710,F,U,AS,BS,BS-AS,DMM,,,,,,35,60,201410,0
Little,Lena,M,A00952730,201020,M,U,AS,BS,BS-AS,DSTD,,COMM,,,,62,35,200620,0
Gardner,Alejandro,C,A00949037,201120,M,U,AS,BS,BS-AS,DSTD,,COMM,,,,54,14,200620,0
Hawkins,Cody,F,A00962741,201220,M,U,AS,BS,BS-AS,DSTD,,COMM,,,,38,47,200920,0
Holt,Logan,Y,A00927265,201320,M,U,AS,BS,BS-AS,DSTD,,COMM,,,,52,73,201020,1
Sanchez,Frederick,R,A00965763,201020,M,U,BN,BS,BS-BN,ECNS,,,,,,65,33,200720,1
Matthews,George,A,A00941804,201120,M,U,BN,BS,BS-BN,ECNS,,,,,,40,82,200920,0
Gardner,Hettie,Q,A00992086,201220,M,U,BN,BS,BS-BN,ECNS,,,,,,58,61,200620,1
Williamson,Dean,Y,A00920712,201320,M,U,BN,BS,BS-BN,ECNS,,,,,,35,92,201120,0
Perkins,Marie,L,A00991915,201410,M,U,BN,BS,BS-BN,ECNS,,,,,,48,20,201110,1
Cain,Lela,D,A00990652,201420,M,U,BN,BS,BS-BN,ECNS,,,,,,39,35,201120,1
Greer,Lina,H,A00965858,201520,M,U,BN,BS,BS-BN,ECNS,,,,,,52,36,201420,1
Mathis,Harvey,T,A00930784,201520,M,U,BN,BS,BS-BN,ECNS,,,,,,58,32,201420,1
Reyes,Maude,E,A00921159,201620,M,U,BN,BS,BS-BN,ECNS,,,,,,67,89,201320,1
Hubbard,Cory,O,A00929004,201610,M,U,BN,BS,BS-BN,ECNS,,,,,,55,23,201210,1
Bishop,Larry,L,A00987387,201720,M,U,BN,BS,BS-BN,ECNS,,,,,,54,25,201120,1
Mason,Sara,M,A00942020,201720,M,U,BN,BS,BS-BN,ECNS,,,,,,44,77,201520,1
Ruiz,Luis,R,A00956643,201020,M,G,ED,MA,MA-ED,EDLP,,,,,,44,77,200620,1
Hughes,Mamie,U,A00931693,201010,F,G,ED,MA,MA-ED,EDLP,,,,,,42,49,200910,1
Daniels,Laura,M,A00994012,201010,M,G,ED,MA,MA-ED,EDLP,,,,,,52,18,200610,1
Payne,Gerald,R,A00937276,201020,M,G,ED,MA,MA-ED,EDLP,,,,,,55,42,200420,0
Williams,Linnie,E,A00956869,201020,M,G,ED,MA,MA-ED,EDLP,,,,,,64,61,200820,1
Dixon,Maggie,I,A00964549,201120,F,G,ED,MA,MA-ED,EDLP,,,,,,51,10,200720,1
Estrada,Tony,Z,A00900256,201120,M,G,ED,MA,MA-ED,EDLP,,,,,,52,50,200920,1
Garrett,Marie,F,A00940473,201120,F,G,ED,MA,MA-ED,EDLP,,,,,,48,91,200520,0
Ball,Lena,P,A00905757,201120,M,G,ED,MA,MA-ED,EDLP,,,,,,54,13,201020,1
Jimenez,Randy,S,A00924785,201120,F,G,ED,MA,MA-ED,EDLP,,,,,,30,39,200620,1
Lloyd,Josephine,H,A00940819,201220,F,G,ED,MA,MA-ED,EDLP,,,,,,56,38,200920,1
Neal,Carrie,V,A00987406,201220,F,G,ED,MA,MA-ED,EDLP,,,,,,57,63,200620,1
Riley,Lela,Z,A00911222,201220,M,G,ED,MA,MA-ED,EDLP,,,,,,57,94,200820,0
Mason,Herbert,K,A00956085,201320,M,G,ED,MA,MA-ED,EDLP,,,,,,41,67,200920,1
Hubbard,Floyd,J,A00912239,201320,M,G,ED,MA,MA-ED,EDLP,,,,,,32,39,201120,1
Knight,Ola,P,A00939517,201420,F,G,ED,MA,MA-ED,EDLP,,,,,,30,31,200820,1
Schultz,Kevin,W,A00957583,201410,M,G,ED,MA,MA-ED,EDLP,,,,,,43,41,201210,1
Wheeler,Hannah,C,A00928742,201510,M,G,ED,MA,MA-ED,EDLP,,,,,,32,21,201210,0
Floyd,Sean,I,A00947385,201610,F,G,ED,MA,MA-ED,EDLP,,,,,,42,98,201310,1
Maxwell,Dominic,A,A00947125,201020,M,U,AS,BS,BS-AS,EDM,,,,,,45,38,200620,1
Mills,Jim,G,A00917972,201110,M,U,AS,BS,BS-AS,EDM,,,,,,45,95,200910,1
Robinson,Lillian,G,A00944344,201220,M,U,AS,BS,BS-AS,EDM,,,,,,55,36,200620,1
Perez,Maud,P,A00921100,201320,M,U,AS,BS,BS-AS,EDM,,,,,,38,93,201020,0
Brewer,Lydia,A,A00981367,201410,M,U,AS,BS,BS-AS,EDM,,,,,,69,41,201310,1
Richardson,Alice,W,A00962968,201420,M,U,AS,BS,BS-AS,EDM,,,,,,52,54,200820,1
Quinn,Mildred,A,A00923374,201520,F,U,AS,BS,BS-AS,EDM,,,,,,40,23,201120,0
Gonzales,Clara,T,A00973496,201510,F,U,AS,BS,BS-AS,EDM,,,,,,44,21,201310,1
Rodgers,Gene,C,A00972625,201620,M,U,AS,BS,BS-AS,EDM,,,,,,49,55,201020,1
Alexander,Corey,F,A00957213,201620,M,U,AS,BS,BS-AS,EDM,,,,,,38,33,201520,0
Jefferson,Birdie,T,A00992421,201720,M,U,AS,BS,BS-AS,EDM,,,,,,53,98,201520,1
Owens,Nancy,H,A00977463,201720,M,U,AS,BS,BS-AS,EDM,,,,,,52,26,201420,1
Morales,Winifred,F,A00971652,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,46,19,200920,0
Clarke,Dean,B,A00975292,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,51,15,200910,1
Adkins,Thomas,I,A00981391,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,54,20,200610,1
Hicks,May,B,A00987907,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,38,20,200520,0
Wilson,Catherine,B,A00922551,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,55,67,200520,1
Francis,Caroline,B,A00937845,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,45,10,200820,1
Moran,Callie,A,A00936925,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,61,75,200520,0
Leonard,Rena,S,A00936669,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,63,46,200920,1
Watson,Estelle,N,A00903420,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,58,51,200920,1
Hayes,Scott,D,A00933908,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,60,33,200820,1
Rodriquez,Justin,A,A00911297,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,41,46,200810,0
Warner,Tony,M,A00929814,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,56,21,200410,1
Nguyen,Antonio,Q,A00959739,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,54,22,200920,0
Berry,Melvin,C,A00924159,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,52,41,200610,1
Hopkins,Tillie,C,A00942768,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,59,45,200420,0
Reynolds,Martha,Q,A00989326,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,43,44,200620,1
Brock,Hunter,I,A00965924,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,40,31,200520,1
Pope,Julia,M,A00951341,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,36,89,200810,1
Simmons,Derrick,A,A00995395,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,68,200510,1
Gutierrez,Hannah,K,A00960283,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,59,54,200820,1
Brewer,Eunice,I,A00956798,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,45,99,200920,1
Grant,Bessie,V,A00975433,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,44,58,200520,1
Fox,Edwin,K,A00986372,201010,M,D,CH,DPT,DPT-CH,EDPT,,,,,,46,89,200610,1
Newton,Helena,T,A00994577,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,46,58,200720,1
Parker,Marc,C,A00942926,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,48,19,200920,1
Flores,Jose,H,A00990253,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,98,200820,1
Gonzales,Mabelle,V,A00995577,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,37,50,200720,1
Flores,Peter,C,A00918926,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,59,34,200520,1
Massey,Amelia,U,A00961910,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,54,80,200520,1
Roy,Bertha,Q,A00921875,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,46,82,200720,0
Erickson,Blanche,O,A00977636,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,64,76,200520,1
Houston,Oscar,H,A00994368,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,60,200610,0
Smith,Mathilda,Z,A00980700,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,45,49,200620,0
Bowers,Dylan,V,A00973935,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,55,73,200620,0
Davis,Beatrice,W,A00961514,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,35,45,200420,1
Schmidt,Paul,B,A00963025,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,58,66,200810,1
Jacobs,Marcus,V,A00999254,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,65,99,200920,1
Lindsey,Alex,E,A00950394,201010,F,D,CH,DPT,DPT-CH,EDPT,,,,,,47,72,200810,1
McCormick,Lulu,X,A00965596,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,44,45,200920,1
Reeves,Annie,C,A00903007,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,44,18,200620,1
Sims,Virgie,P,A00927252,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,40,57,200520,1
Powell,Birdie,T,A00967777,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,53,73,200920,0
Evans,Alma,W,A00911322,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,60,20,200520,1
Medina,Olga,B,A00969581,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,51,45,200620,0
Mullins,Nancy,I,A00937869,201020,F,D,CH,DPT,DPT-CH,EDPT,,,,,,54,78,200920,1
Chapman,Mittie,P,A00927012,201020,M,D,CH,DPT,DPT-CH,EDPT,,,,,,43,31,200620,0
White,Mayme,T,A00957791,201110,M,D,CH,DPT,DPT-CH,EDPT,,,,,,42,66,200610,0
Wright,Jim,V,A00941666,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,69,95,200720,0
Sharp,Mary,B,A00922791,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,52,64,200910,1
Curtis,Betty,P,A00993771,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,41,72,200820,0
Barnes,Lelia,W,A00902541,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,52,87,200820,1
Schultz,Thomas,F,A00930826,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,48,55,200720,0
Richards,Bill,P,A00937355,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,44,78,200620,1
Morgan,Nelle,T,A00992546,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,50,62,201010,1
Rodriguez,Gordon,P,A00962136,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,46,72,200820,1
Lee,Eugene,R,A00932860,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,43,31,200820,1
Holmes,Raymond,H,A00923475,201110,M,D,CH,DPT,DPT-CH,EDPT,,,,,,42,26,200610,1
Cannon,Chester,F,A00948416,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,64,77,200520,0
Jensen,Lawrence,E,A00967873,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,37,81,200720,0
Hubbard,Lilly,K,A00935705,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,66,200810,1
Cox,Teresa,B,A00957833,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,36,72,200520,1
Maldonado,Julia,O,A00937850,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,54,49,200920,1
Chandler,Rose,G,A00922381,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,77,200520,1
Taylor,Lottie,Z,A00957967,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,41,27,200820,0
Nash,Luke,I,A00931506,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,44,35,200620,0
Christensen,Frederick,S,A00952290,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,61,66,200620,1
Carr,Bryan,P,A00940713,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,33,15,201020,0
Caldwell,Frederick,U,A00951536,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,34,66,200720,1
Scott,Calvin,J,A00922345,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,55,80,200820,1
Ferguson,Lawrence,K,A00901670,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,33,11,200720,1
Neal,Cordelia,Z,A00907903,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,53,92,200620,1
Horton,Ryan,O,A00932201,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,43,88,200620,1
Gomez,Edwin,Q,A00938927,201110,M,D,CH,DPT,DPT-CH,EDPT,,,,,,52,92,200710,1
Rivera,Sophia,Q,A00917808,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,45,83,201020,1
Simpson,Jennie,N,A00973175,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,45,66,200510,0
Dennis,Josie,M,A00924673,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,51,27,200910,0
Webster,Cameron,I,A00972299,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,36,93,200710,1
Sutton,David,D,A00948698,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,80,200520,1
Powers,Bobby,H,A00934271,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,51,57,200920,0
Henderson,Sean,R,A00927806,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,33,46,200510,0
Houston,Emma,B,A00947898,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,35,49,200520,1
McDonald,Clayton,K,A00936913,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,41,69,201020,0
Johnson,Devin,G,A00944819,201110,F,D,CH,DPT,DPT-CH,EDPT,,,,,,58,55,200910,0
Harmon,Adelaide,H,A00975854,201120,F,D,CH,DPT,DPT-CH,EDPT,,,,,,46,48,201020,1
Evans,Josephine,S,A00957776,201120,M,D,CH,DPT,DPT-CH,EDPT,,,,,,49,93,200720,1
West,Marc,A,A00906304,201220,F,D,CH,DPT,DPT-CH,EDPT,,,,,,48,64,201020,0
Lucas,Marian,R,A00935659,201220,F,D,CH,DPT,DPT-CH,EDPT,,,,,,46,28,200720,1
Nash,Max,L,A00990603,201220,F,D,CH,DPT,DPT-CH,EDPT,,,,,,64,41,200920,1
Ruiz,Alvin,U,A00994857,201210,F,D,CH,DPT,DPT-CH,EDPT,,,,,,45,35,201110,1
Vasquez,Maurice,G,A00964328,201210,M,D,CH,DPT,DPT-CH,EDPT,,,,,,45,31,201110,0
Rose,Derrick,H,A00975765,201220,F,D,CH,DPT,DPT-CH,EDPT,,,,,,49,24,200620,1
Singleton,Alta,G,A00953529,201220,F,D,CH,DPT,DPT-CH,EDPT,,,,,,57,47,201020,1
